source,ID1,ID2,state,decimallatitude,decimallongitude,elevationinm,day,month,year,julianday,julianday.corrected,ecoregion,climatecluster,photoperiod,Tave,PPT,PPT.sqrt
NEON,BART,8c501b28-86a9-42d2-af19-cfa32e7a940c,0,44.046877,-71.305115,463.7,28,6,2014,178,178,NORTHERN FORESTS,1,15.47964265,16.14,129.1333333,11.36368485
NEON,BART,8edc701d-84b5-44fc-b1cc-efd8cfd9dd7a,0,44.046877,-71.305115,463.7,28,6,2014,178,178,NORTHERN FORESTS,1,15.47964265,16.14,129.1333333,11.36368485
NEON,BART,9a01e13f-f448-425f-8342-c3a42ec1146b,0,44.047478,-71.315451,579.9,28,6,2014,178,178,NORTHERN FORESTS,1,15.47971916,15.74,133,11.53256259
NEON,BART,b3363d82-0fc5-499b-8fac-6978a3f9af6a,0,44.047478,-71.315451,579.9,28,6,2014,178,178,NORTHERN FORESTS,1,15.47971916,15.74,133,11.53256259
NEON,BART,15baef2f-cda7-438c-804c-99161a09de2d,0,44.046877,-71.305115,463.7,28,6,2014,178,178,NORTHERN FORESTS,1,15.47964265,16.14,129.1333333,11.36368485
NEON,BART,1baec520-a37b-44f3-b03c-3ea345a85012,0,44.046877,-71.305115,463.7,28,6,2014,178,178,NORTHERN FORESTS,1,15.47964265,16.14,129.1333333,11.36368485
NEON,BART,7d05b884-ceba-46fa-bec5-0cafebe38ae7,0,44.047478,-71.315451,579.9,28,6,2014,178,178,NORTHERN FORESTS,1,15.47971916,15.74,133,11.53256259
NEON,BART,fcfe8ca4-eef7-4452-93e4-ebc10e5c51f9,0,44.047478,-71.315451,579.9,28,6,2014,178,178,NORTHERN FORESTS,1,15.47971916,15.74,133,11.53256259
NEON,BART,da8b16d5-1963-4561-a101-f8ae57954540,0,44.047478,-71.315451,579.9,28,6,2014,178,178,NORTHERN FORESTS,1,15.47971916,15.74,133,11.53256259
NEON,BART,480bc53b-50cf-46de-96af-77fb4624eb6e,0,44.05735,-71.308646,447.2,28,6,2014,178,178,NORTHERN FORESTS,1,15.48097629,16.24,128.1333333,11.31959952
NEON,BART,8a5cdd08-ff42-48e7-b85e-4c99587175fd,0,44.05735,-71.308646,447.2,29,6,2014,179,179,NORTHERN FORESTS,1,15.4744864,16.42,128.5666667,11.33872421
NEON,BART,7ebcb356-2e09-4720-aa52-95bd80fbe43c,0,44.05735,-71.308646,447.2,29,6,2014,179,179,NORTHERN FORESTS,1,15.4744864,16.42,128.5666667,11.33872421
NEON,BART,29668071-5094-4ae9-9804-7c87f760e4a1,0,44.05735,-71.308646,447.2,29,6,2014,179,179,NORTHERN FORESTS,1,15.4744864,16.42,128.5666667,11.33872421
NEON,BART,2d519e0d-3405-4d6e-b269-4216f1293a22,0,44.05735,-71.308646,447.2,29,6,2014,179,179,NORTHERN FORESTS,1,15.4744864,16.42,128.5666667,11.33872421
NEON,BART,539fef05-eead-4b4b-9d0e-a2ff55517243,0,44.047478,-71.315451,579.9,29,6,2014,179,179,NORTHERN FORESTS,1,15.47323203,15.92,133.5,11.55422001
NEON,BART,7c1daf1a-6602-44d7-a626-ee25af32ac64,1,44.047478,-71.315451,579.9,29,6,2014,179,153,NORTHERN FORESTS,1,15.26384086,11.24,120.5,10.9772492
NEON,BART,ee7861fe-424c-45e1-ad2e-01f50504228e,0,44.047478,-71.315451,579.9,29,6,2014,179,179,NORTHERN FORESTS,1,15.47323203,15.92,133.5,11.55422001
NEON,BART,6564c128-39cc-4b9e-977d-dedce3dc349e,0,44.047478,-71.315451,579.9,29,6,2014,179,179,NORTHERN FORESTS,1,15.47323203,15.92,133.5,11.55422001
NEON,BART,87724060-3828-4cb9-9d82-68cc3d16b1cf,0,44.047478,-71.315451,579.9,29,6,2014,179,179,NORTHERN FORESTS,1,15.47323203,15.92,133.5,11.55422001
NEON,BART,b3d3e16c-197b-490a-be3d-adb54411b3f9,0,44.047478,-71.315451,579.9,29,6,2014,179,179,NORTHERN FORESTS,1,15.47323203,15.92,133.5,11.55422001
NEON,BART,2f3470f9-a9ff-4593-84d6-79bf4e63f6cd,1,44.047478,-71.315451,579.9,29,6,2014,179,179,NORTHERN FORESTS,1,15.47323203,15.92,133.5,11.55422001
NEON,BART,f10742bd-d6a7-4d82-9276-22c3c378d15d,0,44.047478,-71.315451,579.9,29,6,2014,179,179,NORTHERN FORESTS,1,15.47323203,15.92,133.5,11.55422001
NEON,BART,f222313f-024c-49fd-8ffe-a7696febeb53,0,44.046877,-71.305115,463.7,29,6,2014,179,179,NORTHERN FORESTS,1,15.47315568,16.32,129.5666667,11.38273547
NEON,BART,1243e1ed-a2a5-4888-8a9f-87f0cc7b08c6,0,44.046877,-71.305115,463.7,29,6,2014,179,179,NORTHERN FORESTS,1,15.47315568,16.32,129.5666667,11.38273547
NEON,BART,e6478ca9-df0e-4baf-8f55-1f166525d0c3,1,44.047478,-71.315451,579.9,30,6,2014,180,154,NORTHERN FORESTS,1,15.28574908,11.42,121,11
NEON,BART,fb56b470-d63e-4b9e-baf7-48c3cb1f2797,0,44.047478,-71.315451,579.9,30,6,2014,180,180,NORTHERN FORESTS,1,15.46558119,16.1,134,11.5758369
NEON,BART,d1688cc0-266f-44fe-a010-ea4f8c5dba96,0,44.047478,-71.315451,579.9,30,6,2014,180,180,NORTHERN FORESTS,1,15.46558119,16.1,134,11.5758369
NEON,BART,7f65ac19-68ae-4c34-a61e-fafa277870a3,0,44.047478,-71.315451,579.9,30,6,2014,180,180,NORTHERN FORESTS,1,15.46558119,16.1,134,11.5758369
NEON,BART,10bccf3b-cf74-4675-b90f-ce20354a8ed4,0,44.047478,-71.315451,579.9,30,6,2014,180,180,NORTHERN FORESTS,1,15.46558119,16.1,134,11.5758369
NEON,BART,f8fbd0b7-5232-4423-acd0-16d7c526f180,0,44.046877,-71.305115,463.7,30,6,2014,180,180,NORTHERN FORESTS,1,15.46550504,16.5,130,11.40175425
NEON,BART,143d52dd-1c2b-4112-8b79-1c38167bd4b6,0,44.046877,-71.305115,463.7,30,6,2014,180,180,NORTHERN FORESTS,1,15.46550504,16.5,130,11.40175425
NEON,BART,60f71bdb-50c0-45cd-aa42-f88071d54d59,0,44.046877,-71.305115,463.7,30,6,2014,180,180,NORTHERN FORESTS,1,15.46550504,16.5,130,11.40175425
NEON,BART,10b76151-590f-4a91-81d8-f85300c2946a,0,44.046877,-71.305115,463.7,30,6,2014,180,180,NORTHERN FORESTS,1,15.46550504,16.5,130,11.40175425
NEON,BART,ff0df1ba-ae46-40f7-a2e4-f4dcd7996bfe,0,44.046877,-71.305115,463.7,30,6,2014,180,180,NORTHERN FORESTS,1,15.46550504,16.5,130,11.40175425
NEON,BART,9eebf5a7-9c2b-4310-af38-b16d5aa32bd2,0,44.046877,-71.305115,463.7,30,6,2014,180,180,NORTHERN FORESTS,1,15.46550504,16.5,130,11.40175425
NEON,BART,df4da426-b367-4edb-8dd4-0e4325cb761b,0,44.05735,-71.308646,447.2,30,6,2014,180,180,NORTHERN FORESTS,1,15.46683232,16.6,129,11.35781669
NEON,BART,4b4586c5-8f2e-432c-9c00-f98a0b774e96,0,44.05735,-71.308646,447.2,30,6,2014,180,180,NORTHERN FORESTS,1,15.46683232,16.6,129,11.35781669
NEON,BART,91267130-ca7c-431a-847e-dcc17c972336,0,44.05735,-71.308646,447.2,30,6,2014,180,180,NORTHERN FORESTS,1,15.46683232,16.6,129,11.35781669
NEON,BART,54413101-4097-4664-bbeb-04ba38de0e7a,0,44.05735,-71.308646,447.2,30,6,2014,180,180,NORTHERN FORESTS,1,15.46683232,16.6,129,11.35781669
NEON,BART,daf88b1e-a986-438b-9bdb-c83d10dff98d,0,44.042898,-71.275059,422.8,1,7,2014,181,181,NORTHERN FORESTS,1,15.45619562,16.76774194,131.3870968,11.46242107
NEON,BART,dcb0af11-568d-4f21-9a9f-a3c14aa54544,1,44.042898,-71.275059,422.8,1,7,2014,181,155,NORTHERN FORESTS,1,15.30609774,12.2,119,10.90871211
NEON,BART,b9df3c61-b6a5-4246-94f9-0628c59917a9,0,44.042898,-71.275059,422.8,1,7,2014,181,181,NORTHERN FORESTS,1,15.45619562,16.76774194,131.3870968,11.46242107
NEON,BART,74326814-32f9-46bf-8c0c-7d57a5ac7a41,0,44.051112,-71.298377,382.7,1,7,2014,181,181,NORTHERN FORESTS,1,15.45723329,16.86774194,129.3225806,11.37200865
NEON,BART,1d7911bf-a85e-4344-8d92-fb5f80b8895d,0,44.051112,-71.298377,382.7,2,7,2014,182,182,NORTHERN FORESTS,1,15.44727705,16.93548387,131.6451613,11.47367253
NEON,BART,0c22066d-730b-4d6e-8cf0-30350f440ea1,0,44.042898,-71.275059,422.8,2,7,2014,182,182,NORTHERN FORESTS,1,15.44624288,16.83548387,133.7741935,11.56607944
NEON,BART,836c9b60-20a5-439f-9028-a45eea232b33,0,44.042898,-71.275059,422.8,3,7,2014,183,183,NORTHERN FORESTS,1,15.43515223,16.90322581,136.1612903,11.66881701
NEON,BART,7bba2492-7d2e-4d32-9811-ad14d5b7bb3b,0,44.042898,-71.275059,422.8,3,7,2014,183,183,NORTHERN FORESTS,1,15.43515223,16.90322581,136.1612903,11.66881701
NEON,BART,bcecd661-a87b-4e30-a103-2c94b9d2992f,0,44.051112,-71.298377,382.7,3,7,2014,183,183,NORTHERN FORESTS,1,15.4361825,17.00322581,133.9677419,11.57444348
NEON,BART,19a4c183-2000-4e62-91f1-795f6fff0b5e,0,44.05735,-71.308646,447.2,25,8,2014,236,236,NORTHERN FORESTS,1,13.66059053,17.16774194,111.9032258,10.57843211
NEON,BART,8e6faea3-cb5a-4781-b76e-86dc9cf33182,1,44.05735,-71.308646,447.2,25,8,2014,236,236,NORTHERN FORESTS,1,13.66059053,17.16774194,111.9032258,10.57843211
NEON,BART,56563be6-ca68-46d8-83e4-2bf7fac97aa6,0,44.05735,-71.308646,447.2,25,8,2014,236,236,NORTHERN FORESTS,1,13.66059053,17.16774194,111.9032258,10.57843211
NEON,BART,4a790451-7022-49e3-85c9-771d8543af11,0,44.05735,-71.308646,447.2,25,8,2014,236,236,NORTHERN FORESTS,1,13.66059053,17.16774194,111.9032258,10.57843211
NEON,BART,b883635d-4236-48de-a320-7a6a29a8e19f,0,44.05735,-71.308646,447.2,25,8,2014,236,236,NORTHERN FORESTS,1,13.66059053,17.16774194,111.9032258,10.57843211
NEON,BART,b0436e7a-bbc4-4e17-aa92-8a008c303acd,0,44.046877,-71.305115,463.7,25,8,2014,236,236,NORTHERN FORESTS,1,13.660004,17.06774194,113.2903226,10.64379268
NEON,BART,55c6322b-ca9b-4279-aa97-1bc91a0b574d,0,44.05735,-71.308646,447.2,27,8,2014,238,238,NORTHERN FORESTS,1,13.56634454,17.04516129,104.9354839,10.24380222
NEON,BART,0378fbea-5cde-4c38-8045-678ada3567c6,0,44.05735,-71.308646,447.2,27,8,2014,238,238,NORTHERN FORESTS,1,13.56634454,17.04516129,104.9354839,10.24380222
NEON,BART,653ac9bd-d95e-49f1-b1b4-299e942753f7,0,44.05735,-71.308646,447.2,27,8,2014,238,238,NORTHERN FORESTS,1,13.56634454,17.04516129,104.9354839,10.24380222
NEON,BART,b43a18ce-f765-42ce-ac2d-bbc043550ecc,0,44.05735,-71.308646,447.2,27,8,2014,238,238,NORTHERN FORESTS,1,13.56634454,17.04516129,104.9354839,10.24380222
NEON,BART,34b1b811-9288-467c-8c73-151120271f10,0,44.05735,-71.308646,447.2,27,8,2014,238,238,NORTHERN FORESTS,1,13.56634454,17.04516129,104.9354839,10.24380222
NEON,BART,5bdfd2ab-306f-4eb4-901c-b2c795acfda2,0,44.051112,-71.298377,382.7,28,8,2014,239,239,NORTHERN FORESTS,1,13.51857971,17.18387097,101.4516129,10.07231914
NEON,BART,139918d5-ebe1-4ae2-8322-27bb447986f8,0,44.051112,-71.298377,382.7,28,8,2014,239,239,NORTHERN FORESTS,1,13.51857971,17.18387097,101.4516129,10.07231914
NEON,BART,e2b3a19c-0129-41a1-9727-1080130f5e21,0,44.051112,-71.298377,382.7,28,8,2014,239,239,NORTHERN FORESTS,1,13.51857971,17.18387097,101.4516129,10.07231914
NEON,BART,c4b5e17f-764f-439d-b869-035d057dd5ce,0,44.051112,-71.298377,382.7,28,8,2014,239,239,NORTHERN FORESTS,1,13.51857971,17.18387097,101.4516129,10.07231914
NEON,BART,ac2cc9ef-285b-4511-bd05-3195cd2eb957,0,44.042898,-71.275059,422.8,28,8,2014,239,239,NORTHERN FORESTS,1,13.51816205,17.08387097,101.8387097,10.09151672
NEON,BART,6ea8081e-83e4-4aec-af84-28426cfa1964,0,44.042898,-71.275059,422.8,28,8,2014,239,239,NORTHERN FORESTS,1,13.51816205,17.08387097,101.8387097,10.09151672
NEON,BART,41124c44-e327-4760-8e1f-21c8ce919e25,0,44.051112,-71.298377,382.7,28,8,2014,239,239,NORTHERN FORESTS,1,13.51857971,17.18387097,101.4516129,10.07231914
NEON,BART,48cbb374-c3b5-4543-8730-20f3587284ef,0,44.042898,-71.275059,422.8,28,8,2014,239,239,NORTHERN FORESTS,1,13.51816205,17.08387097,101.8387097,10.09151672
NEON,BART,2f1cefeb-5b9b-4780-9adb-7fb2bca76824,0,44.042898,-71.275059,422.8,28,8,2014,239,239,NORTHERN FORESTS,1,13.51816205,17.08387097,101.8387097,10.09151672
NEON,BART,fa0360f4-b2f7-42fe-89be-a79d17c9d70b,0,44.042898,-71.275059,422.8,28,8,2014,239,239,NORTHERN FORESTS,1,13.51816205,17.08387097,101.8387097,10.09151672
NEON,BART,835eeb69-0a85-4653-96d0-5acdad5f09c0,0,44.042898,-71.275059,422.8,28,8,2014,239,239,NORTHERN FORESTS,1,13.51816205,17.08387097,101.8387097,10.09151672
NEON,BART,d95bdd3d-2586-45d5-8250-efd3f7f0d55d,0,44.042898,-71.275059,422.8,28,8,2014,239,239,NORTHERN FORESTS,1,13.51816205,17.08387097,101.8387097,10.09151672
NEON,BART,357a808b-c656-487d-843d-ad5adbbe37c0,0,44.042898,-71.275059,422.8,28,8,2014,239,239,NORTHERN FORESTS,1,13.51816205,17.08387097,101.8387097,10.09151672
NEON,BART,ba61d637-2f8b-4d22-8101-2b440c8fdfd5,0,44.051112,-71.298377,382.7,29,8,2014,240,240,NORTHERN FORESTS,1,13.47093993,17.12258065,97.96774194,9.897865524
NEON,BART,eb504925-a773-4fa9-ae01-33fe0d3cf2e8,0,44.051112,-71.298377,382.7,29,8,2014,240,240,NORTHERN FORESTS,1,13.47093993,17.12258065,97.96774194,9.897865524
NEON,BART,b5cd6ce2-7646-434c-b263-ca6fa245da63,0,44.042898,-71.275059,422.8,29,8,2014,240,240,NORTHERN FORESTS,1,13.47053641,17.02258065,98.22580645,9.910893323
NEON,BART,3f15324f-4a00-400d-a1c4-240b3ef9bc0c,0,44.042898,-71.275059,422.8,29,8,2014,240,240,NORTHERN FORESTS,1,13.47053641,17.02258065,98.22580645,9.910893323
NEON,BART,f6cf9aba-33f3-4ae6-b34e-ce260cb420f0,0,44.051112,-71.298377,382.7,29,8,2014,240,240,NORTHERN FORESTS,1,13.47093993,17.12258065,97.96774194,9.897865524
NEON,BART,e127eb23-6420-412c-91ee-15dee2ff217a,0,44.042898,-71.275059,422.8,29,8,2014,240,240,NORTHERN FORESTS,1,13.47053641,17.02258065,98.22580645,9.910893323
NEON,BART,19845304-d9c6-4939-bf11-8dbd7f68827e,0,44.042898,-71.275059,422.8,29,8,2014,240,240,NORTHERN FORESTS,1,13.47053641,17.02258065,98.22580645,9.910893323
NEON,BART,213f8347-f313-43ed-b93c-034b6c887448,0,44.051112,-71.298377,382.7,29,8,2014,240,240,NORTHERN FORESTS,1,13.47093993,17.12258065,97.96774194,9.897865524
NEON,BART,887313fa-e853-404c-a8f3-04c79a89219f,0,44.042898,-71.275059,422.8,29,8,2014,240,240,NORTHERN FORESTS,1,13.47053641,17.02258065,98.22580645,9.910893323
NEON,BART,59130ba3-5d74-4e74-bea4-091571ed823d,0,44.051112,-71.298377,382.7,30,8,2014,241,241,NORTHERN FORESTS,1,13.42310685,17.06129032,94.48387097,9.720281424
NEON,BART,e98c355c-3b89-41a8-a6f2-ec25b8d7789a,0,44.051112,-71.298377,382.7,30,8,2014,241,241,NORTHERN FORESTS,1,13.42310685,17.06129032,94.48387097,9.720281424
NEON,BART,911040dc-f750-44a9-b1a0-4ec3339ab635,0,44.051112,-71.298377,382.7,30,8,2014,241,241,NORTHERN FORESTS,1,13.42310685,17.06129032,94.48387097,9.720281424
NEON,BART,12fed523-eca5-4415-949a-c79a3c5a3086,0,44.051112,-71.298377,382.7,30,8,2014,241,241,NORTHERN FORESTS,1,13.42310685,17.06129032,94.48387097,9.720281424
NEON,BART,dfafe301-3021-43b0-970e-e0e3a4923002,0,44.05735,-71.308646,447.2,20,10,2014,292,292,NORTHERN FORESTS,1,10.89205926,10.96774194,125.1935484,11.18899229
NEON,BART,2714c996-42a4-4729-bd6d-e97705fcfa53,0,44.05735,-71.308646,447.2,20,10,2014,292,292,NORTHERN FORESTS,1,10.89205926,10.96774194,125.1935484,11.18899229
NEON,BART,0c8c595b-5c82-4650-9fa5-b396b50b2c60,0,44.05735,-71.308646,447.2,20,10,2014,292,292,NORTHERN FORESTS,1,10.89205926,10.96774194,125.1935484,11.18899229
NEON,BART,21e3fa77-1515-410b-9770-623a6152ce31,0,44.05735,-71.308646,447.2,20,10,2014,292,292,NORTHERN FORESTS,1,10.89205926,10.96774194,125.1935484,11.18899229
NEON,BART,f23b0895-179d-45d3-b129-eb1881b127bd,0,44.05735,-71.308646,447.2,20,10,2014,292,292,NORTHERN FORESTS,1,10.89205926,10.96774194,125.1935484,11.18899229
NEON,BART,dd31e2da-b426-408c-9427-eb4c6ded75c6,0,44.047478,-71.315451,579.9,20,10,2014,292,292,NORTHERN FORESTS,1,10.89247212,10.53225806,127.483871,11.29087556
NEON,BART,a1ed61c4-7403-43bf-8a2b-7484c94e2b99,0,44.047478,-71.315451,579.9,20,10,2014,292,292,NORTHERN FORESTS,1,10.89247212,10.53225806,127.483871,11.29087556
NEON,BART,7de2fa81-c6b2-4706-bef8-76c27959f1a5,0,44.046877,-71.305115,463.7,20,10,2014,292,292,NORTHERN FORESTS,1,10.89249725,10.86774194,125.8387097,11.21778542
NEON,BART,7a08528c-10f1-4f6f-9ae0-8ef2e27f9fd1,0,44.05735,-71.308646,447.2,20,10,2014,292,292,NORTHERN FORESTS,1,10.89205926,10.96774194,125.1935484,11.18899229
